gps_code,iata_code,name,type,ident,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,id,iso_region,municipality,scheduled_service,local_code,home_link,wikipedia_link,keywords
USRN,NFG,Nefteyugansk Airport,medium_airport,USRN,61.108299,72.650002,115,AS,RU,42943,RU-KHM,Nefteyugansk,yes,,http://www.nuatc.ru/,https://en.wikipedia.org/wiki/Nefteyugansk_Airport,Аэропорт Нефтеюганск
NFTO,NFO,Mata'aho Airport,small_airport,NFTO,-15.570603,-175.631283,160,OC,TO,32024,TO-03,"Angaha, Niuafo'ou Island",yes,,,https://en.wikipedia.org/wiki/Mata'aho_Airport,
ZSNB,NGB,Ningbo Lishe International Airport,large_airport,ZSNB,29.8267002105713,121.46199798584,13,AS,CN,27220,CN-33,Ningbo,yes,,,https://en.wikipedia.org/wiki/Ningbo_Lishe_International_Airport,
FKKN,NGE,N'Gaoundéré Airport,medium_airport,FKKN,7.35700988769531,13.5592002868652,3655,AF,CM,2885,CM-AD,N'Gaoundéré,yes,,,https://en.wikipedia.org/wiki/N'Gaound%C3%A9r%C3%A9_Airport,Ngaoundere
NFNG,NGI,Ngau Airport,small_airport,NFNG,-18.1156005859,179.339996338,50,OC,FJ,32026,FJ-E,Ngau,yes,,,https://en.wikipedia.org/wiki/Ngau_Airport,
UHSN,NGK,Nogliki Airport,small_airport,RU-0025,51.783955,143.141785,109,AS,RU,41838,RU-SAK,Nogliki,yes,,https://airportus.ru/board/?airport=nogliki,https://en.wikipedia.org/wiki/Nogliki_Airport,
RJGG,NGO,Chubu Centrair International Airport,large_airport,RJGG,34.858398,136.804993,15,AS,JP,5576,JP-23,Tokoname,yes,,https://www.centrair.jp/en/index.html,https://en.wikipedia.org/wiki/Ch%C5%ABbu_Centrair_International_Airport,
ZUAL,NGQ,Ngari Gunsa Airport,medium_airport,ZUAL,32.1,80.053056,14022,AS,CN,300545,CN-54,Shiquanhe,yes,,,https://en.wikipedia.org/wiki/Ngari_Gunsa_Airport,Ali Airport
RJFU,NGS,Nagasaki Airport,medium_airport,RJFU,32.916901,129.914001,15,AS,JP,5573,JP-42,Nagasaki,yes,,https://nagasaki-airport.jp/en/,https://en.wikipedia.org/wiki/Nagasaki_Airport,
NTMD,NHV,Nuku Hiva Airport,medium_airport,NTMD,-8.7956,-140.229004,220,OC,PF,5001,PF-U-A,Nuku Hiva,yes,,,https://en.wikipedia.org/wiki/Nuku_Hiva_Airport,
PAFS,NIB,Nikolai Airport,small_airport,PAFS,63.017949,-154.360399,441,NA,US,17469,US-AK,Nikolai,yes,FSP,,https://en.wikipedia.org/wiki/Nikolai_Airport,5N1
DRRN,NIM,Diori Hamani International Airport,large_airport,DRRN,13.4815,2.18361,732,AF,NE,2125,NE-8,Niamey,yes,,,https://en.wikipedia.org/wiki/Diori_Hamani_International_Airport,
FZBI,NIO,Nioki Airport,small_airport,FZBI,-2.717453,17.685735,1043,AF,CD,32030,CD-MN,Nioki,yes,,,https://en.wikipedia.org/wiki/Nioki_Airport,
BGNT,NIQ,Niaqornat Heliport,heliport,BGNT,70.789385,-53.662945,10,NA,GL,44063,GL-AV,Niaqornat,yes,NIA,,https://en.wikipedia.org/wiki/Niaqornat_Heliport,
NTKN,NIU,Naiu Airport,small_airport,NTKN,-16.119296,-146.368768,50,OC,PF,313344,PF-U-A,Naiu Atoll,yes,,,https://en.wikipedia.org/wiki/Niau_Airport,Tupana
USNN,NJC,Nizhnevartovsk Airport,medium_airport,USNN,60.949299,76.483597,177,AS,RU,26374,RU-KHM,Nizhnevartovsk,yes,,,https://en.wikipedia.org/wiki/Nizhnevartovsk_Airport,
ORNI,NJF,Al Najaf International Airport,medium_airport,ORNI,31.989853,44.404317,103,AS,IQ,311028,IQ-NA,Najaf,yes,,http://www.alnajafairport.net/,https://en.wikipedia.org/wiki/Al_Najaf_International_Airport,
GQNO,NKC,Nouakchott–Oumtounsy International Airport,large_airport,GQNO,18.31,-15.969722,9,AF,MR,323315,MR-NKC,Nouakchott,yes,,,https://en.wikipedia.org/wiki/Nouakchott%E2%80%93Oumtounsy_International_Airport,"Nouakchott, Oumtounsy"
ZSNJ,NKG,Nanjing Lukou International Airport,large_airport,ZSNJ,31.735032,118.865949,49,AS,CN,27221,CN-32,Nanjing,yes,,,https://en.wikipedia.org/wiki/Nanjing_Lukou_International_Airport,
AK62,NKI,Naukati Bay Seaplane Base,seaplane_base,AK62,55.849602,-133.227994,,NA,US,16155,US-AK,Tuxekan Island,yes,AK62,,https://en.wikipedia.org/wiki/Naukati_Bay_Seaplane_Base,"62A, Nichin Cove Seaplane Base, WNC"
RJNA,NKM,Nagoya Airport / JASDF Komaki Air Base,medium_airport,RJNA,35.255759,136.924095,52,AS,JP,5581,JP-23,Nagoya,yes,,,https://en.wikipedia.org/wiki/Nagoya_Airfield,"Komaki Airport, Nagoya Airfield"
LTCV,NKT,Şırnak Şerafettin Elçi Airport,medium_airport,LTCV,37.3647,42.0582,2038,AS,TR,316546,TR-73,Şırnak,yes,,,https://en.wikipedia.org/wiki/%C5%9E%C4%B1rnak_Airport,
FLSK,NLA,Simon Mwansa Kapwepwe International Airport,medium_airport,FLSK,-12.961667,28.516667,4308,AF,ZM,525659,ZM-08,Ndola,yes,,https://www.zacl.co.zm/airport-section/airports/smkia,https://en.wikipedia.org/wiki/Simon_Mwansa_Kapwepwe_International_Airport,
MMNL,NLD,Quetzalcóatl International Airport,medium_airport,MMNL,27.443899,-99.570503,484,NA,MX,4735,MX-TAM,Nuevo Laredo,yes,,,https://en.wikipedia.org/wiki/Quetzalc%C3%B3atl_International_Airport,
YDNI,NLF,Darnley Island Airport,small_airport,YDNI,-9.579176,143.780276,,OC,AU,32037,AU-QLD,Darnley Island,yes,,,https://en.wikipedia.org/wiki/Darnley_Island_Airport,
PAOU,NLG,Nelson Lagoon Airport,small_airport,PAOU,56.0075,-161.160004,14,NA,US,23953,US-AK,Nelson Lagoon,yes,OUL,,https://en.wikipedia.org/wiki/Nelson_Lagoon_Airport,
ZPNL,NLH,Ninglang Luguhu Airport,medium_airport,NLH,27.5403,100.7593,10804,AS,CN,316547,CN-53,Ninglang,yes,,,https://en.wikipedia.org/wiki/Ninglang_Luguhu_Airport,
UHNN,NLI,Nikolayevsk-na-Amure Airport,medium_airport,UHNN,53.154999,140.649994,170,AS,RU,44611,RU-KHA,Nikolayevsk-na-Amure Airport,yes,,,https://en.wikipedia.org/wiki/Nikolayevsk-on-Amur_Airport,"Nikolaevsk-na-Amure Airport, Nikolayevsk-on-Amur Airport, Аэропорт Николаевск-на-Амуре"
YSNF,NLK,Norfolk Island International Airport,medium_airport,YSNF,-29.041887,167.939616,371,OC,NF,27141,NF-U-A,Burnt Pine,yes,,http://www.airport.gov.nf/,https://en.wikipedia.org/wiki/Norfolk_Island_Airport,
ZWNL,NLT,Xinyuan Nalati Airport,medium_airport,ZWNL,43.4318,83.3786,3050,AS,CN,316548,CN-65,Xinyuan,yes,,,https://en.wikipedia.org/wiki/Xinyuan_Nalati_Airport,
MMSM,NLU,General Felipe Ángeles International Airport,large_airport,MMSM,19.7357,-99.0257,7369,NA,MX,31923,MX-MEX,Mexico City,yes,SLM,https://www.gob.mx/nuevoaeropuertofelipeangeles,https://en.wikipedia.org/wiki/Mexico_City_Santa_Lucía_Airport,"Santa Lucia AFB, Mexico City Santa Lucía Airport, Zumpango, Aeropuerto Internacional General Felipe Ángeles"
UKON,NLV,Mykolaiv International Airport,medium_airport,UKON,47.057899,31.9198,184,EU,UA,6486,UA-48,Nikolayev,yes,,http://www.airport.nikolaev.ua/,https://en.wikipedia.org/wiki/Mykolaiv_Airport,"Nikolayev Airport, Nikolaev Airport, Аэропорт Николаев"
UTFN,NMA,Namangan Airport,small_airport,UTKN,40.9846,71.556702,1555,AS,UZ,32038,UZ-NG,Namangan,yes,,,https://en.wikipedia.org/wiki/Namangan_Airport,
PAGT,NME,Nightmute Airport,small_airport,PAGT,60.469129,-164.70407,4,NA,US,17885,US-AK,Nightmute,yes,IGT,,https://en.wikipedia.org/wiki/Nightmute_Airport,AK08
VRDA,NMF,Maafaru International Airport,medium_airport,VRDA,5.818394,73.469181,6,AS,MV,335882,MV-25,Noonu Atoll,yes,,http://www.maafaruairport.com,https://en.wikipedia.org/wiki/Maafaru_International_Airport,
AGGT,NNB,Santa Ana Airport,small_airport,AGGT,-10.847994,162.454108,3,OC,SB,308425,SB-MK,Santa Ana Island,yes,,,https://en.wikipedia.org/wiki/Santa_Ana_Airport_(Solomon_Islands),
ZGNN,NNG,Nanning Wuxu Airport,large_airport,ZGNN,22.608299,108.171997,421,AS,CN,27197,CN-45,Nanning (Jiangnan),yes,,http://www.nnairport.com/,https://en.wikipedia.org/wiki/Nanning_Wuxu_International_Airport,"南宁吴圩机场, Nanning Wuxu Air Base"
PANO,NNL,Nondalton Airport,small_airport,PANO,59.980202,-154.839005,314,NA,US,12571,US-AK,Nondalton,yes,5NN,,https://en.wikipedia.org/wiki/Nondalton_Airport,
ULAM,NNM,Naryan Mar Airport,medium_airport,ULAM,67.639999,53.121899,36,EU,RU,32040,RU-NEN,Naryan Mar,yes,,,https://en.wikipedia.org/wiki/Naryan-Mar_Airport,Нарья́н-Мар
EICA,NNR,Connemara Regional Airport,small_airport,EICA,53.2303009033203,-9.46778011322022,70,EU,IE,27309,IE-G,Inverin,yes,,http://www.aerarannislands.ie/,https://en.wikipedia.org/wiki/Aerfort_na_Minna,"Aerfort na Minna, Indreabhán"
VTCN,NNT,Nan Airport,medium_airport,VTCN,18.8078994750977,100.782997131348,685,AS,TH,26650,TH-55,,yes,,,https://en.wikipedia.org/wiki/Nan_Airport,
ZHNY,NNY,Nanyang Jiangying Airport,small_airport,ZHNY,32.982696,112.617467,840,AS,CN,32041,CN-41,Nanyang (Wancheng),yes,,,https://en.wikipedia.org/wiki/Nanyang_Jiangying_Airport,
MRNS,NOB,Nosara Airport,medium_airport,MRNS,9.97649002075,-85.6529998779,33,NA,CR,4809,CR-G,Nicoya,yes,,,https://en.wikipedia.org/wiki/Nosara_Airport,
EIKN,NOC,Ireland West Knock Airport,medium_airport,EIKN,53.910301,-8.81849,665,EU,IE,2534,IE-MO,Charlestown,yes,,http://www.irelandwestairport.com/,https://en.wikipedia.org/wiki/Ireland_West_Airport_Knock,Connaught
EDWS,NOD,Norden-Norddeich Airport,small_airport,EDWS,53.633057,7.190278,3,EU,DE,28668,DE-NI,Norddeich,yes,,,https://en.wikipedia.org/wiki/Norden-Norddeich_Airfield,
USRO,NOJ,Noyabrsk Airport,medium_airport,USRO,63.1833000183106,75.2699966430664,446,AS,RU,35176,RU-YAN,Noyabrsk,yes,,,https://en.wikipedia.org/wiki/Noyabrsk_Airport,
LTCM,NOP,Sinop Airport,medium_airport,LTCM,42.018313,35.071774,20,AS,TR,30418,TR-57,Sinop,yes,,,https://en.wikipedia.org/wiki/Sinop_Airport,SIC
FMNN,NOS,Fascene Airport,medium_airport,FMNN,-13.3121,48.3148,36,AF,MG,2920,MG-D,Nosy Be,yes,,,https://en.wikipedia.org/wiki/Fascene_Airport,
NWWW,NOU,La Tontouta International Airport,medium_airport,NWWW,-22.014601,166.212997,52,OC,NC,5021,NC-U-A,Nouméa (La Tontouta),yes,,http://www.cci-nc.com/tontouta/index.php,https://en.wikipedia.org/wiki/La_Tontouta_International_Airport,Aéroport de Nouméa - La Tontouta
FNHU,NOV,Nova Lisboa Airport,medium_airport,FNHU,-12.8088998794556,15.7604999542236,5587,AF,AO,2939,AO-HUA,Huambo,yes,,,https://en.wikipedia.org/wiki/Nova_Lisboa_Airport,Nova Lisbo Airport
UNWW,NOZ,Spichenkovo Airport,medium_airport,UNWW,53.811401,86.877197,1024,EU,RU,32045,RU-KEM,Novokuznetsk,yes,,,https://en.wikipedia.org/wiki/Spichenkovo_Airport,
NZNR,NPE,Hawke's Bay Airport,medium_airport,NZNR,-39.465801,176.869995,6,OC,NZ,5043,NZ-HKB,Napier,yes,,http://www.hawkesbay-airport.co.nz/,https://en.wikipedia.org/wiki/Napier_Airport,
NZNP,NPL,New Plymouth Airport,medium_airport,NZNP,-39.0085983276367,174.179000854492,97,OC,NZ,5042,NZ-TKI,New Plymouth,yes,,,https://en.wikipedia.org/wiki/New_Plymouth_Airport,
WIOG,NPO,Nanga Pinoh Airport,medium_airport,WIOG,-0.34886899590492,111.74800109863,123,AS,ID,26843,ID-KB,Nanga Pinoh-Borneo Island,yes,,,https://en.wikipedia.org/wiki/Nanga_Pinoh_Airport,
KUUU,NPT,Newport State Airport,small_airport,KUUU,41.532398,-71.281502,172,NA,US,21305,US-RI,Newport,yes,UUU,,https://en.wikipedia.org/wiki/Newport_State_Airport_(Rhode_Island),2B4
SAZN,NQN,Presidente Peron Airport,medium_airport,SAZN,-38.949001,-68.155701,895,SA,AR,5848,AR-Q,Neuquen,yes,NEU,,https://en.wikipedia.org/wiki/Presidente_Per%C3%B3n_International_Airport,
SKNQ,NQU,Reyes Murillo Airport,small_airport,SKNQ,5.710348,-77.261868,12,SA,CO,32314,CO-CHO,Nuquí,yes,NQU,,https://en.wikipedia.org/wiki/Reyes_Murillo_Airport,
EGHQ,NQY,Cornwall Airport Newquay,medium_airport,EGHQ,50.440601,-4.99541,390,EU,GB,2404,GB-ENG,Newquay,yes,,https://www.cornwallairportnewquay.com/,https://en.wikipedia.org/wiki/Newquay_Airport,"St Mawgan, EGDG"
UACC,NQZ,Nursultan Nazarbayev International Airport,large_airport,UACC,51.027035,71.467094,1165,AS,KZ,6423,KZ-AST,Astana,yes,,https://www.nn-airport.kz,https://en.wikipedia.org/wiki/Nursultan_Nazarbayev_International_Airport,
YNAR,NRA,Narrandera Airport,medium_airport,YNAR,-34.7022018433,146.511993408,474,OC,AU,27081,AU-NSW,Narrandera,yes,,,https://en.wikipedia.org/wiki/Narrandera_Airport,
EDWY,NRD,Norderney Airport,small_airport,EDWY,53.706944,7.23,7,EU,DE,2292,DE-NI,Norderney,yes,,https://flughafen-norderney.de/,https://en.wikipedia.org/wiki/Norderney_Airport,
ESSP,NRK,Norrköping Airport,medium_airport,ESSP,58.5862998962402,16.2506008148193,32,EU,SE,2707,SE-E,Norrköping,yes,,,https://en.wikipedia.org/wiki/Norrk%C3%B6ping_Airport,Kungsangen
EGEN,NRL,North Ronaldsay Airport,small_airport,EGEN,59.3675003052,-2.43443989754,40,EU,GB,29129,GB-SCT,North Ronaldsay,yes,,,https://en.wikipedia.org/wiki/North_Ronaldsay_Airport,
EDLV,NRN,Weeze Airport,medium_airport,EDLV,51.6024017334,6.14216995239,106,EU,DE,2246,DE-NW,Weeze,yes,,http://www.airport-weeze.de/de,https://en.wikipedia.org/wiki/Airport_Weeze,"LRC, ETUL, Niederrhein Airport, RAF Laarbruch, Düsseldorf Regional"
TJRV,NRR,José Aponte de la Torre Airport,medium_airport,TJRV,18.2453,-65.643402,38,NA,PR,42321,PR-U-A,Ceiba,yes,RVR,,https://en.wikipedia.org/wiki/Jos%C3%A9_Aponte_de_la_Torre_Airport,"Ceiba International Airport, NAS Roosevelt Roads, NRR, TJNR"
RJAA,NRT,Narita International Airport,large_airport,RJAA,35.764702,140.386002,141,AS,JP,5531,JP-12,Narita,yes,,https://www.narita-airport.jp/en/,https://en.wikipedia.org/wiki/Narita_International_Airport,"TYO, Tokyo, Tokyo Narita Airport, New Tokyo International Airport"
OINN,NSH,Nowshahr Airport,medium_airport,OINN,36.664286,51.46273,-61,AS,IR,5190,IR-02,Nowshahr,yes,,,https://en.wikipedia.org/wiki/Noshahr_Airport,Noshahr
FKYS,NSI,Yaoundé Nsimalen International Airport,medium_airport,FKYS,3.72255992889404,11.5532999038696,2278,AF,CM,2890,CM-CE,Yaoundé,yes,,,https://en.wikipedia.org/wiki/Yaound%C3%A9_Nsimalen_International_Airport,
UOOO,NSK,Norilsk-Alykel Airport,medium_airport,UOOO,69.3110961914063,87.3321990966797,574,AS,RU,6510,RU-KYA,Norilsk,yes,,,https://en.wikipedia.org/wiki/Norilsk_Alykel_Airport,
NZNS,NSN,Nelson Airport,medium_airport,NZNS,-41.298302,173.220993,17,OC,NZ,5044,NZ-NSN,Nelson,yes,,http://www.nelsonairport.co.nz/,https://en.wikipedia.org/wiki/Nelson_Airport_(New_Zealand),
BGNU,NSQ,Nuussuaq Heliport,heliport,BGNU,74.109853,-57.065037,184,NA,GL,43220,GL-AV,Nuussuaq,yes,NUS,,https://en.wikipedia.org/wiki/Nuussuaq_Heliport,
VTSF,NST,Nakhon Si Thammarat Airport,medium_airport,VTSF,8.5396203994751,99.9447021484375,13,AS,TH,26668,TH-80,Nakhon Si Thammarat,yes,,,https://en.wikipedia.org/wiki/Nakhon_Si_Thammarat_Airport,ท่าอากาศยานนครศรีธรรมราช
LFRS,NTE,Nantes Atlantique Airport,medium_airport,LFRS,47.153198,-1.61073,90,EU,FR,4221,FR-PDL,Nantes,yes,,https://www.nantes.aeroport.fr/en,https://en.wikipedia.org/wiki/Nantes_Atlantique_Airport,
ZSNT,NTG,Nantong Xingdong International Airport,medium_airport,CN-NTG,32.073566,120.980076,16,AS,CN,32048,CN-32,Nantong (Tongzhou),yes,,,https://en.wikipedia.org/wiki/Nantong_Xingdong_Airport,
YWLM,NTL,Newcastle Airport,medium_airport,YWLM,-32.7949981689453,151.833999633789,31,OC,AU,27175,AU-NSW,Williamtown,yes,,,https://en.wikipedia.org/wiki/Newcastle_Airport_(Williamtown),RAAF Base Williamtown
YNTN,NTN,Normanton Airport,medium_airport,YNTN,-17.68409,141.069664,73,OC,AU,27088,AU-QLD,Normanton,yes,,,https://en.wikipedia.org/wiki/Normanton_Airport,
RJNW,NTQ,Noto Satoyama Airport,medium_airport,RJNW,37.293098,136.962006,718,AS,JP,5588,JP-17,Wajima,yes,,,https://en.wikipedia.org/wiki/Noto_Airport,"Noto, Wajima"
NFTP,NTT,Kuini Lavenia Airport,small_airport,NFTP,-15.977297,-173.791089,30,OC,TO,32052,TO-03,Niuatoputapu,yes,,,https://en.wikipedia.org/wiki/Niuatoputapu_Airport,
WIDO,NTX,Ranai Airport,medium_airport,WION,3.90871,108.388,7,AS,ID,26846,ID-KR,Ranai-Natuna Besar Island,yes,,,https://en.wikipedia.org/wiki/Ranai_Airport,"WION, Natuna, Natuna-Ranai, Raden Sadjad"
FAPN,NTY,Pilanesberg International Airport,small_airport,FAPN,-25.333799,27.173401,3412,AF,ZA,2826,ZA-NW,Pilanesberg,yes,,,https://en.wikipedia.org/wiki/Pilanesberg_International_Airport,
EDDN,NUE,Nuremberg Airport,large_airport,EDDN,49.498699,11.078056,1046,EU,DE,2219,DE-BY,Nuremberg,yes,,https://www.airport-nuernberg.de/english,https://en.wikipedia.org/wiki/Nuremberg_Airport,Nürnberg
PAQT,NUI,Nuiqsut Airport,medium_airport,PAQT,70.209999,-151.005998,38,NA,US,5401,US-AK,Nuiqsut,yes,AQT,,https://en.wikipedia.org/wiki/Nuiqsut_Airport,10AK
PANU,NUL,Nulato Airport,small_airport,PANU,64.729301,-158.074005,399,NA,US,5417,US-AK,Nulato,yes,NUL,,https://en.wikipedia.org/wiki/Nulato_Airport,
OENN,NUM,Neom Bay Airport,medium_airport,OENN,27.927598,35.28874,29,AS,SA,332512,SA-07,Sharma,yes,,,https://en.wikipedia.org/wiki/Neom_Airport,"Neom Bay, Sharma"
PPIT,NUP,Nunapitchuk Airport,small_airport,16A,60.905591,-162.440454,12,NA,US,7977,US-AK,Nunapitchuk,yes,16A,,https://en.wikipedia.org/wiki/Nunapitchuk_Airport,
NVSP,NUS,Norsup Airport,small_airport,NVSP,-16.0797,167.401001,23,OC,VU,32056,VU-MAP,Norsup,yes,,,https://en.wikipedia.org/wiki/Norsup_Airport,
HKNK,NUU,Nakuru Airport,small_airport,HKNK,-0.298067,36.159302,6234,AF,KE,28485,KE-700,Nakuru,yes,,,https://en.wikipedia.org/wiki/Nakuru_Airport,
USMU,NUX,Novy Urengoy Airport,medium_airport,USMU,66.0693969726563,76.5203018188477,210,AS,RU,32057,RU-YAN,Novy Urengoy,yes,,,https://en.wikipedia.org/wiki/Novy_Urengoy_Airport,
SKNV,NVA,Benito Salas Airport,medium_airport,SKNV,2.95015,-75.294,1464,SA,CO,6141,CO-HUI,Neiva,yes,NVA,,https://en.wikipedia.org/wiki/Benito_Salas_Airport,La Manguita
UTSA,NVI,Navoi Airport,medium_airport,UTSA,40.117199,65.170799,1140,AS,UZ,32561,UZ-NW,Navoi,yes,,,https://en.wikipedia.org/wiki/Navoi_International_Airport,
SBNF,NVT,Ministro Victor Konder International Airport,medium_airport,SBNF,-26.879431,-48.650979,18,SA,BR,5947,BR-SC,Navegantes,yes,SC0002,https://www4.infraero.gov.br/aeroportos/aeroporto-internacional-de-navegantes-ministro-victor-konder/,https://en.wikipedia.org/wiki/Navegantes_Airport,
FMCI,NWA,Mohéli Bandar Es Eslam Airport,medium_airport,FMCI,-12.2981,43.766399,46,AF,KM,2902,KM-M,Fomboni,yes,,,https://en.wikipedia.org/wiki/Moh%C3%A9li_Bandar_Es_Eslam_Airport,"Mwali, Bandaressalam"
EGSH,NWI,Norwich Airport,medium_airport,EGSH,52.6758,1.28278,117,EU,GB,2475,GB-ENG,"Norwich, Norfolk",yes,,https://www.norwichairport.co.uk/,https://en.wikipedia.org/wiki/Norwich_Airport,RAF Horsham St Faith
USHN,NYA,Nyagan Airport,medium_airport,USHN,62.110001,65.614998,361,EU,RU,42944,RU-KHM,Nyagan,yes,,,https://en.wikipedia.org/wiki/Nyagan_Airport,"УСХН, Аэропорт Нягань"
DGSN,NYI,Sunyani Airport,medium_airport,DGSN,7.36183,-2.32876,1014,AF,GH,2094,GH-BO,Sunyani,yes,,,https://en.wikipedia.org/wiki/Sunyani_Airport,
HKNL,NYK,Nanyuki Airport,medium_airport,HKNY,-0.062399,37.041008,6250,AF,KE,32066,KE-200,Nanyuki,yes,,,https://en.wikipedia.org/wiki/Nanyuki_Airport,
USMM,NYM,Nadym Airport,medium_airport,USMM,65.4809036254883,72.6988983154297,49,AS,RU,35175,RU-YAN,Nadym,yes,,,https://en.wikipedia.org/wiki/Nadym_Airport,Аэропорт Надым
ESKN,NYO,Stockholm Skavsta Airport,medium_airport,ESKN,58.788601,16.912201,140,EU,SE,2660,SE-D,Nyköping,yes,,,https://en.wikipedia.org/wiki/Stockholm-Skavsta_Airport,
VYNT,NYT,Nay Pyi Taw International Airport,medium_airport,VYEL,19.623501,96.200996,302,AS,MM,26717,MM-04,Pyinmana,yes,,,https://en.wikipedia.org/wiki/Nay_Pyi_Taw_International_Airport,"VYEL, Ela, Nay Pyi Taw International"
VYBG,NYU,Bagan Airport,small_airport,VYBG,21.1788005828857,94.9301986694336,312,AS,MM,26712,MM-04,Nyaung U,yes,,,https://en.wikipedia.org/wiki/Nyaung_U_Airport,
SPZA,NZC,Maria Reiche Neuman Airport,medium_airport,SPZA,-14.854,-74.961502,1860,SA,PE,6242,PE-ICA,Nazca,yes,,https://www.aeronasca.com/como-llegar-al-aeropuerto-maria-reiche-en-nazca/,https://en.wikipedia.org/wiki/Maria_Reiche_Neuman_Airport,
UIUN,NZG,Nizhneangarsk International Airport,small_airport,UIUN,55.8008,109.595001,1545,AS,RU,32528,RU-BU,Nizhneangarsk,yes,,,https://en.wikipedia.org/wiki/Nizhneangarsk_Airport,
ZBMZ,NZH,Manzhouli Xijiao Airport,medium_airport,ZBMZ,49.566667,117.33,2231,AS,CN,322165,CN-15,Manzhouli,yes,,,https://en.wikipedia.org/wiki/Manzhouli_Xijiao_Airport,
ZBZL,NZL,Zhalantun Genghis Khan Airport,medium_airport,ZBZL,47.865942,122.768662,928,AS,CN,323666,CN-15,Zhalantun,yes,,,https://en.wikipedia.org/wiki/Zhalantun_Chengjisihan_Airport,Chengjisihan
KOAJ,OAJ,Albert J Ellis Airport,medium_airport,KOAJ,34.829201,-77.612099,94,NA,US,20709,US-NC,Richlands,yes,OAJ,https://flyoaj.com/,https://en.wikipedia.org/wiki/Albert_J._Ellis_Airport,
KOAK,OAK,San Francisco Bay Oakland International Airport,large_airport,KOAK,37.720085,-122.221184,9,NA,US,3744,US-CA,Oakland,yes,OAK,http://www.oaklandairport.com/,https://en.wikipedia.org/wiki/Oakland_International_Airport,Metro Oakland International
SSKW,OAL,Cacoal Airport,small_airport,SSKW,-11.496,-61.4508,778,SA,BR,45617,BR-RO,Cacoal,yes,RO0004,,https://en.wikipedia.org/wiki/Cacoal_Airport,
NZOU,OAM,Oamaru Airport,medium_airport,NZOU,-44.9700012207031,171.082000732422,99,OC,NZ,5047,NZ-OTA,,yes,,,https://en.wikipedia.org/wiki/Oamaru_Aerodrome,
MMOX,OAX,Xoxocotlán International Airport,medium_airport,MMOX,17.000814,-96.72197,4989,NA,MX,4736,MX-OAX,Oaxaca,yes,,http://www.asur.com.mx/asur/ingles/aeropuertos/oaxaca/oaxaca.asp,https://en.wikipedia.org/wiki/Xoxocotl%C3%A1n_International_Airport,Aeropuerto Internacional Xoxocotlán
SNTI,OBI,Óbidos Municipal Airport,small_airport,SNTI,-1.867981,-55.514596,328,SA,BR,400,BR-PA,Óbidos,yes,PA0016,,https://en.wikipedia.org/wiki/Óbidos_Airport,
RJCB,OBO,Tokachi-Obihiro Airport,medium_airport,RJCB,42.7332992554,143.216995239,505,AS,JP,5543,JP-01,Obihiro,yes,,,https://en.wikipedia.org/wiki/Obihiro_Airport,
PAOB,OBU,Kobuk Airport,small_airport,PAOB,66.9123,-156.897003,137,NA,US,23513,US-AK,Kobuk,yes,OBU,,https://en.wikipedia.org/wiki/Kobuk_Airport,
AYOB,OBX,Obo Airport,small_airport,PG-OBX,-7.59062242137,141.324262619,29,OC,PG,35190,PG-WPD,Obo,yes,OBO,,https://en.wikipedia.org/wiki/Obo_Airport_(Papua_New_Guinea),
BGSC,OBY,Ittoqqortoormiit Heliport,heliport,BGSC,70.488229,-21.97168,238,NA,GL,44058,GL-SE,Ittoqqortoormiit,yes,,,https://en.wikipedia.org/wiki/Ittoqqortoormiit_Heliport,Scoresbysund
SECO,OCC,Francisco De Orellana Airport,medium_airport,SECO,-0.462886,-76.986801,834,SA,EC,6053,EC-D,Coca,yes,,,https://en.wikipedia.org/wiki/Francisco_de_Orellana_Airport,
